id,account_id,occurred_at,standard_qty,gloss_qty,poster_qty,total,standard_amt_usd,gloss_amt_usd,poster_amt_usd,total_amt_usd
1519.0,2121.0,2016-07-22 08:36:14,103.0,66.0,80.0,249.0,513.97,494.34,649.6,1657.91
1520.0,2121.0,2016-08-20 19:39:36,93.0,123.0,41.0,257.0,464.07,921.27,332.92,1718.26
1521.0,2121.0,2016-09-19 19:55:10,101.0,19.0,35.0,155.0,503.99,142.31,284.2,930.5
1522.0,2121.0,2016-10-19 09:23:37,74.0,0.0,36.0,110.0,369.26,0.0,292.32,661.58
1523.0,2121.0,2016-12-17 00:59:28,77.0,74.0,31.0,182.0,384.23,554.26,251.72,1190.21
1524.0,2131.0,2016-08-22 15:49:51,434.0,25.0,29.0,488.0,2165.66,187.25,235.48,2588.39
1525.0,2131.0,2016-09-21 14:25:42,308.0,7.0,607.0,922.0,1536.92,52.43,4928.84,6518.19
1526.0,2131.0,2016-10-20 00:36:16,292.0,137.0,17.0,446.0,1457.08,1026.13,138.04,2621.25
1527.0,2131.0,2016-11-18 08:57:09,353.0,47.0,45.0,445.0,1761.47,352.03,365.4,2478.9
1528.0,2131.0,2016-12-17 13:28:34,280.0,20.0,11.0,311.0,1397.2,149.8,89.32,1636.32
1529.0,2141.0,2015-07-31 19:18:17,307.0,22.0,0.0,329.0,1531.93,164.78,0.0,1696.71
1530.0,2141.0,2015-08-30 01:13:22,316.0,26.0,0.0,342.0,1576.84,194.74,0.0,1771.58
1531.0,2141.0,2015-09-29 10:41:08,302.0,44.0,28.0,374.0,1506.98,329.56,227.36,2063.9
1532.0,2141.0,2015-10-28 11:39:25,496.0,37.0,13.0,546.0,2475.04,277.13,105.56,2857.73
1533.0,2141.0,2015-11-27 04:11:52,285.0,54.0,23.0,362.0,1422.15,404.46,186.76,2013.37
1534.0,2141.0,2015-12-26 18:46:56,354.0,40.0,17.0,411.0,1766.46,299.6,138.04,2204.1
1535.0,2141.0,2016-01-24 02:26:25,288.0,38.0,36.0,362.0,1437.12,284.62,292.32,2014.06
1536.0,2141.0,2016-02-22 09:02:46,307.0,0.0,23.0,330.0,1531.93,0.0,186.76,1718.69
1537.0,2141.0,2016-03-23 03:45:17,305.0,87.0,1.0,393.0,1521.95,651.63,8.12,2181.7
1538.0,2141.0,2016-04-21 23:41:38,281.0,20.0,19.0,320.0,1402.19,149.8,154.28,1706.27
1539.0,2141.0,2016-05-20 16:27:32,295.0,60.0,17.0,372.0,1472.05,449.4,138.04,2059.49
1540.0,2141.0,2016-06-19 16:00:41,330.0,0.0,0.0,330.0,1646.7,0.0,0.0,1646.7
1541.0,2141.0,2016-07-18 11:35:50,334.0,27.0,3.0,364.0,1666.66,202.23,24.36,1893.25
1542.0,2141.0,2016-08-16 12:40:35,362.0,26.0,32.0,420.0,1806.38,194.74,259.84,2260.96
1543.0,2141.0,2016-09-15 02:07:05,304.0,31.0,16.0,351.0,1516.96,232.19,129.92,1879.07
1544.0,2141.0,2016-10-14 06:09:03,319.0,20.0,15.0,354.0,1591.81,149.8,121.8,1863.41
1545.0,2141.0,2016-11-13 14:19:33,299.0,24.0,21.0,344.0,1492.01,179.76,170.52,1842.29
1546.0,2141.0,2016-12-13 16:06:58,308.0,28.0,0.0,336.0,1536.92,209.72,0.0,1746.64
1547.0,2151.0,2016-05-21 12:07:23,134.0,34.0,34.0,202.0,668.66,254.66,276.08,1199.4
1548.0,2151.0,2016-07-19 10:01:37,110.0,28.0,39.0,177.0,548.9,209.72,316.68,1075.3
1549.0,2151.0,2016-08-18 10:06:27,115.0,60.0,38.0,213.0,573.85,449.4,308.56,1331.81
1550.0,2151.0,2016-09-16 22:05:16,63.0,33.0,17.0,113.0,314.37,247.17,138.04,699.58
1551.0,2151.0,2016-10-16 19:02:21,98.0,802.0,0.0,900.0,489.02,6006.98,0.0,6496.0
1552.0,2151.0,2016-11-15 04:57:41,116.0,16.0,33.0,165.0,578.84,119.84,267.96,966.64
1553.0,2151.0,2016-12-14 20:31:33,108.0,31.0,354.0,493.0,538.92,232.19,2874.48,3645.59
1554.0,2161.0,2016-10-29 11:33:38,112.0,45.0,30.0,187.0,558.88,337.05,243.6,1139.53
1555.0,2161.0,2016-11-27 04:17:14,103.0,30.0,0.0,133.0,513.97,224.7,0.0,738.67
1556.0,2161.0,2016-12-26 16:54:34,74.0,44.0,70.0,188.0,369.26,329.56,568.4,1267.22
1557.0,2171.0,2016-06-18 08:24:23,289.0,26.0,0.0,315.0,1442.11,194.74,0.0,1636.85
1558.0,2171.0,2016-07-18 06:35:41,285.0,24.0,13.0,322.0,1422.15,179.76,105.56,1707.47
1559.0,2171.0,2016-08-17 01:36:28,294.0,22.0,3.0,319.0,1467.06,164.78,24.36,1656.2
1560.0,2171.0,2016-09-15 06:53:32,294.0,40.0,14.0,348.0,1467.06,299.6,113.68,1880.34
1561.0,2171.0,2016-10-14 04:24:35,309.0,36.0,14.0,359.0,1541.91,269.64,113.68,1925.23
1562.0,2171.0,2016-11-12 11:56:43,327.0,62.0,46.0,435.0,1631.73,464.38,373.52,2469.63
1563.0,2181.0,2013-12-24 20:36:08,278.0,14.0,46.0,338.0,1387.22,104.86,373.52,1865.6
1564.0,2181.0,2014-01-22 22:12:26,249.0,0.0,53.0,302.0,1242.51,0.0,430.36,1672.87
1565.0,2181.0,2014-02-21 06:11:06,283.0,6.0,37.0,326.0,1412.17,44.94,300.44,1757.55
1566.0,2181.0,2014-03-22 10:09:54,301.0,23.0,12.0,336.0,1501.99,172.27,97.44,1771.7
1567.0,2181.0,2014-04-21 03:02:14,304.0,29.0,40.0,373.0,1516.96,217.21,324.8,2058.97
1568.0,2181.0,2014-05-20 11:44:40,295.0,24.0,18.0,337.0,1472.05,179.76,146.16,1797.97
1569.0,2181.0,2014-06-19 04:45:54,330.0,22.0,57.0,409.0,1646.7,164.78,462.84,2274.32
1570.0,2181.0,2014-07-18 07:22:38,287.0,0.0,24.0,311.0,1432.13,0.0,194.88,1627.01
1571.0,2181.0,2014-08-17 19:48:33,387.0,3.0,3.0,393.0,1931.13,22.47,24.36,1977.96
1572.0,2181.0,2014-09-16 21:33:17,276.0,12.0,0.0,288.0,1377.24,89.88,0.0,1467.12
1573.0,2181.0,2014-10-16 06:54:46,301.0,29.0,73.0,403.0,1501.99,217.21,592.76,2311.96
1574.0,2181.0,2014-11-15 22:58:29,292.0,32.0,56.0,380.0,1457.08,239.68,454.72,2151.48
1575.0,2181.0,2014-12-15 10:20:01,306.0,0.0,61.0,367.0,1526.94,0.0,495.32,2022.26
1576.0,2181.0,2015-01-14 04:39:37,296.0,66.0,0.0,362.0,1477.04,494.34,0.0,1971.38
1577.0,2181.0,2015-02-12 12:51:57,330.0,38.0,23.0,391.0,1646.7,284.62,186.76,2118.08
1578.0,2181.0,2015-03-13 23:41:17,286.0,43.0,21.0,350.0,1427.14,322.07,170.52,1919.73
1579.0,2181.0,2015-04-11 01:55:51,299.0,0.0,37.0,336.0,1492.01,0.0,300.44,1792.45
1580.0,2181.0,2015-05-11 11:17:45,304.0,38.0,30.0,372.0,1516.96,284.62,243.6,2045.18
1581.0,2181.0,2015-06-10 18:01:23,320.0,37.0,136.0,493.0,1596.8,277.13,1104.32,2978.25
1582.0,2181.0,2015-07-10 11:21:47,281.0,15.0,19.0,315.0,1402.19,112.35,154.28,1668.82
1583.0,2181.0,2015-08-09 08:07:58,292.0,30.0,18.0,340.0,1457.08,224.7,146.16,1827.94
1584.0,2181.0,2015-09-08 21:32:14,289.0,5.0,664.0,958.0,1442.11,37.45,5391.68,6871.24
1585.0,2181.0,2015-10-07 14:12:54,316.0,30.0,21.0,367.0,1576.84,224.7,170.52,1972.06
1586.0,2181.0,2015-11-05 16:31:50,301.0,1.0,19.0,321.0,1501.99,7.49,154.28,1663.76
1587.0,2181.0,2015-12-05 04:56:32,325.0,36.0,37.0,398.0,1621.75,269.64,300.44,2191.83
1588.0,2181.0,2016-01-04 19:54:00,296.0,34.0,0.0,330.0,1477.04,254.66,0.0,1731.7
1589.0,2181.0,2016-02-02 07:11:27,603.0,5.0,0.0,608.0,3008.97,37.45,0.0,3046.42
1590.0,2181.0,2016-03-02 15:37:27,282.0,76.0,11.0,369.0,1407.18,569.24,89.32,2065.74
1591.0,2181.0,2016-04-01 06:10:39,298.0,194.0,0.0,492.0,1487.02,1453.06,0.0,2940.08
1592.0,2181.0,2016-05-01 10:17:25,305.0,23.0,2.0,330.0,1521.95,172.27,16.24,1710.46
1593.0,2181.0,2016-05-30 00:20:29,0.0,18.0,3.0,21.0,0.0,134.82,24.36,159.18
1594.0,2181.0,2016-06-29 16:30:28,394.0,28.0,62.0,484.0,1966.06,209.72,503.44,2679.22
1595.0,2181.0,2016-07-29 02:58:06,302.0,48.0,24.0,374.0,1506.98,359.52,194.88,2061.38
1596.0,2181.0,2016-08-28 11:04:53,307.0,78.0,22.0,407.0,1531.93,584.22,178.64,2294.79
1597.0,2181.0,2016-09-27 17:04:58,254.0,35.0,27.0,316.0,1267.46,262.15,219.24,1748.85
1598.0,2181.0,2016-10-27 03:39:28,300.0,60.0,32.0,392.0,1497.0,449.4,259.84,2206.24
1599.0,2181.0,2016-11-25 07:30:29,311.0,42.0,0.0,353.0,1551.89,314.58,0.0,1866.47
1600.0,2181.0,2016-12-25 16:58:10,312.0,84.0,49.0,445.0,1556.88,629.16,397.88,2583.92
1601.0,2191.0,2016-01-19 20:56:57,298.0,1.0,16.0,315.0,1487.02,7.49,129.92,1624.43
1602.0,2191.0,2016-02-18 09:27:41,285.0,39.0,33.0,357.0,1422.15,292.11,267.96,1982.22
1603.0,2191.0,2016-03-18 11:42:10,323.0,24.0,419.0,766.0,1611.77,179.76,3402.28,5193.81
1604.0,2191.0,2016-04-16 10:11:02,363.0,19.0,81.0,463.0,1811.37,142.31,657.72,2611.4
1605.0,2191.0,2016-05-15 05:29:15,309.0,40.0,24.0,373.0,1541.91,299.6,194.88,2036.39
1606.0,2191.0,2016-06-14 04:42:19,280.0,30.0,10.0,320.0,1397.2,224.7,81.2,1703.1
1607.0,2191.0,2016-07-14 02:40:40,286.0,67.0,22.0,375.0,1427.14,501.83,178.64,2107.61
1608.0,2191.0,2016-08-12 16:56:06,295.0,38.0,20.0,353.0,1472.05,284.62,162.4,1919.07
1609.0,2191.0,2016-09-11 22:26:03,303.0,15.0,14.0,332.0,1511.97,112.35,113.68,1738.0
1610.0,2191.0,2016-10-10 05:24:59,290.0,34.0,23.0,347.0,1447.1,254.66,186.76,1888.52
1611.0,2191.0,2016-11-09 09:19:23,301.0,45.0,0.0,346.0,1501.99,337.05,0.0,1839.04
1612.0,2191.0,2016-12-09 14:26:51,282.0,8.0,33.0,323.0,1407.18,59.92,267.96,1735.06
1613.0,2201.0,2016-09-29 20:48:33,491.0,5.0,45.0,541.0,2450.09,37.45,365.4,2852.94
1614.0,2201.0,2016-10-28 13:50:02,505.0,8.0,0.0,513.0,2519.95,59.92,0.0,2579.87
1615.0,2201.0,2016-11-27 02:30:37,495.0,2.0,13.0,510.0,2470.05,14.98,105.56,2590.59
1616.0,2201.0,2016-12-27 06:28:19,507.0,8.0,8.0,523.0,2529.93,59.92,64.96,2654.81
1617.0,2211.0,2016-07-15 23:26:09,118.0,80.0,0.0,198.0,588.82,599.2,0.0,1188.02
1618.0,2211.0,2016-09-13 14:24:38,101.0,59.0,29.0,189.0,503.99,441.91,235.48,1181.38
1619.0,2211.0,2016-10-12 02:57:20,26.0,809.0,30.0,865.0,129.74,6059.41,243.6,6432.75
1620.0,2211.0,2016-11-10 20:36:42,24.0,39.0,28.0,91.0,119.76,292.11,227.36,639.23
1621.0,2211.0,2016-12-10 21:55:10,58.0,28.0,2.0,88.0,289.42,209.72,16.24,515.38
1622.0,2221.0,2016-11-14 21:24:13,102.0,29.0,27.0,158.0,508.98,217.21,219.24,945.43
1623.0,2221.0,2016-12-13 04:12:31,100.0,0.0,28.0,128.0,499.0,0.0,227.36,726.36
1624.0,2231.0,2013-12-30 03:52:30,304.0,7.0,48.0,359.0,1516.96,52.43,389.76,1959.15
1625.0,2231.0,2014-01-29 15:45:11,308.0,28.0,23.0,359.0,1536.92,209.72,186.76,1933.4
1626.0,2231.0,2014-03-29 02:04:17,284.0,13.0,34.0,331.0,1417.16,97.37,276.08,1790.61
1627.0,2231.0,2014-04-28 06:51:26,282.0,32.0,16.0,330.0,1407.18,239.68,129.92,1776.78
1628.0,2231.0,2014-06-26 22:33:27,274.0,34.0,17.0,325.0,1367.26,254.66,138.04,1759.96
1629.0,2231.0,2014-07-26 07:06:42,316.0,27.0,29.0,372.0,1576.84,202.23,235.48,2014.55
1630.0,2231.0,2014-08-25 08:18:44,298.0,31.0,19.0,348.0,1487.02,232.19,154.28,1873.49
1631.0,2231.0,2014-09-24 21:37:51,299.0,4.0,14.0,317.0,1492.01,29.96,113.68,1635.65
1632.0,2231.0,2014-10-23 14:36:32,316.0,45.0,0.0,361.0,1576.84,337.05,0.0,1913.89
1633.0,2231.0,2014-11-22 00:46:25,323.0,81.0,22.0,426.0,1611.77,606.69,178.64,2397.1
1634.0,2231.0,2014-12-21 12:34:39,302.0,0.0,35.0,337.0,1506.98,0.0,284.2,1791.18
1635.0,2231.0,2015-01-20 22:05:10,311.0,37.0,0.0,348.0,1551.89,277.13,0.0,1829.02
1636.0,2231.0,2015-02-19 22:54:53,296.0,53.0,65.0,414.0,1477.04,396.97,527.8,2401.81
1637.0,2231.0,2015-03-21 14:37:12,0.0,42.0,31.0,73.0,0.0,314.58,251.72,566.3
1638.0,2231.0,2015-04-19 01:07:21,282.0,21.0,20.0,323.0,1407.18,157.29,162.4,1726.87
1639.0,2231.0,2015-05-18 14:58:49,285.0,28.0,18.0,331.0,1422.15,209.72,146.16,1778.03
1640.0,2231.0,2015-06-16 19:12:54,261.0,43.0,79.0,383.0,1302.39,322.07,641.48,2265.94
1641.0,2231.0,2015-07-15 15:48:30,294.0,43.0,13.0,350.0,1467.06,322.07,105.56,1894.69
1642.0,2231.0,2015-08-14 07:50:20,313.0,28.0,23.0,364.0,1561.87,209.72,186.76,1958.35
1643.0,2231.0,2015-09-13 22:33:54,298.0,36.0,9.0,343.0,1487.02,269.64,73.08,1829.74
1644.0,2231.0,2015-11-11 02:40:11,298.0,13.0,19.0,330.0,1487.02,97.37,154.28,1738.67
1645.0,2231.0,2015-12-11 13:32:26,347.0,36.0,84.0,467.0,1731.53,269.64,682.08,2683.25
1646.0,2231.0,2016-01-10 12:19:11,301.0,35.0,0.0,336.0,1501.99,262.15,0.0,1764.14
1647.0,2231.0,2016-02-09 20:17:05,296.0,38.0,25.0,359.0,1477.04,284.62,203.0,1964.66
1648.0,2231.0,2016-03-10 21:46:33,296.0,40.0,18.0,354.0,1477.04,299.6,146.16,1922.8
1649.0,2231.0,2016-04-09 15:21:01,286.0,13.0,19.0,318.0,1427.14,97.37,154.28,1678.79
1650.0,2231.0,2016-05-08 02:33:47,324.0,37.0,20.0,381.0,1616.76,277.13,162.4,2056.29
1651.0,2231.0,2016-06-06 09:01:07,319.0,31.0,22.0,372.0,1591.81,232.19,178.64,2002.64
1652.0,2231.0,2016-07-05 05:59:26,302.0,35.0,18.0,355.0,1506.98,262.15,146.16,1915.29
1653.0,2231.0,2016-08-04 16:58:13,299.0,37.0,37.0,373.0,1492.01,277.13,300.44,2069.58
1654.0,2231.0,2016-09-02 15:18:28,276.0,0.0,20.0,296.0,1377.24,0.0,162.4,1539.64
1655.0,2231.0,2016-10-02 13:28:49,302.0,27.0,23.0,352.0,1506.98,202.23,186.76,1895.97
1656.0,2231.0,2016-10-31 20:15:23,291.0,37.0,32.0,360.0,1452.09,277.13,259.84,1989.06
1657.0,2231.0,2016-11-29 01:36:52,377.0,32.0,22.0,431.0,1881.23,239.68,178.64,2299.55
1658.0,2231.0,2016-12-29 04:52:32,309.0,20.0,22.0,351.0,1541.91,149.8,178.64,1870.35
1659.0,2241.0,2016-02-06 01:52:37,0.0,25.0,65.0,90.0,0.0,187.25,527.8,715.05
1660.0,2241.0,2016-03-06 04:28:55,101.0,60.0,31.0,192.0,503.99,449.4,251.72,1205.11
1661.0,2241.0,2016-04-05 13:39:34,2057.0,24.0,43.0,2124.0,10264.43,179.76,349.16,10793.35
1662.0,2241.0,2016-05-04 00:31:08,100.0,67.0,28.0,195.0,499.0,501.83,227.36,1228.19
1663.0,2241.0,2016-06-03 13:26:02,87.0,43.0,8.0,138.0,434.13,322.07,64.96,821.16
1664.0,2241.0,2016-07-03 03:26:58,106.0,7.0,0.0,113.0,528.94,52.43,0.0,581.37
1665.0,2251.0,2016-05-30 06:33:52,498.0,0.0,91.0,589.0,2485.02,0.0,738.92,3223.94
1666.0,2251.0,2016-06-29 06:53:28,499.0,14.0,0.0,513.0,2490.01,104.86,0.0,2594.87
1667.0,2251.0,2016-07-28 02:21:49,498.0,9.0,0.0,507.0,2485.02,67.41,0.0,2552.43
1668.0,2251.0,2016-08-27 20:02:09,498.0,0.0,0.0,498.0,2485.02,0.0,0.0,2485.02
1669.0,2251.0,2016-09-26 14:24:19,0.0,10.0,18.0,28.0,0.0,74.9,146.16,221.06
1670.0,2251.0,2016-10-26 15:19:52,505.0,0.0,2.0,507.0,2519.95,0.0,16.24,2536.19
1671.0,2251.0,2016-11-25 23:28:17,417.0,14.0,0.0,431.0,2080.83,104.86,0.0,2185.69
1672.0,2251.0,2016-12-25 02:06:22,495.0,5.0,36.0,536.0,2470.05,37.45,292.32,2799.82
1673.0,2261.0,2016-06-03 03:00:33,117.0,47.0,28.0,192.0,583.83,352.03,227.36,1163.22
1674.0,2261.0,2016-07-03 21:23:42,100.0,57.0,15.0,172.0,499.0,426.93,121.8,1047.73
1675.0,2261.0,2016-08-02 07:58:33,100.0,9.0,18.0,127.0,499.0,67.41,146.16,712.57
1676.0,2261.0,2016-08-31 17:09:28,107.0,39.0,0.0,146.0,533.93,292.11,0.0,826.04
1677.0,2261.0,2016-09-30 09:42:13,104.0,17.0,40.0,161.0,518.96,127.33,324.8,971.09
1678.0,2261.0,2016-10-29 22:08:34,90.0,0.0,75.0,165.0,449.1,0.0,609.0,1058.1
1679.0,2261.0,2016-11-28 03:27:58,70.0,29.0,35.0,134.0,349.3,217.21,284.2,850.71
1680.0,2261.0,2016-12-27 09:44:11,68.0,82.0,0.0,150.0,339.32,614.18,0.0,953.5
1681.0,2271.0,2015-03-14 20:57:52,292.0,31.0,0.0,323.0,1457.08,232.19,0.0,1689.27
1682.0,2271.0,2015-04-12 16:31:08,318.0,20.0,28.0,366.0,1586.82,149.8,227.36,1963.98
1683.0,2271.0,2015-05-11 10:36:18,445.0,19.0,28.0,492.0,2220.55,142.31,227.36,2590.22
1684.0,2271.0,2015-06-09 08:27:12,14.0,66.0,29.0,109.0,69.86,494.34,235.48,799.68
1685.0,2271.0,2015-07-08 18:06:36,287.0,42.0,23.0,352.0,1432.13,314.58,186.76,1933.47
1686.0,2271.0,2015-08-06 16:01:33,299.0,33.0,17.0,349.0,1492.01,247.17,138.04,1877.22
1687.0,2271.0,2015-09-05 10:10:04,297.0,27.0,8.0,332.0,1482.03,202.23,64.96,1749.22
1688.0,2271.0,2015-10-05 11:58:41,303.0,34.0,20.0,357.0,1511.97,254.66,162.4,1929.03
1689.0,2271.0,2015-11-04 00:05:48,289.0,38.0,21.0,348.0,1442.11,284.62,170.52,1897.25
1690.0,2271.0,2015-12-03 07:17:25,322.0,35.0,0.0,357.0,1606.78,262.15,0.0,1868.93
1691.0,2271.0,2016-01-02 20:01:04,297.0,27.0,0.0,324.0,1482.03,202.23,0.0,1684.26
1692.0,2271.0,2016-02-01 19:18:15,177.0,13.0,10.0,200.0,883.23,97.37,81.2,1061.8
1693.0,2271.0,2016-03-01 13:56:27,270.0,20.0,26.0,316.0,1347.3,149.8,211.12,1708.22
1694.0,2271.0,2016-03-30 17:05:50,306.0,0.0,0.0,306.0,1526.94,0.0,0.0,1526.94
1695.0,2271.0,2016-04-29 03:27:20,293.0,36.0,45.0,374.0,1462.07,269.64,365.4,2097.11
1696.0,2271.0,2016-05-28 17:35:09,309.0,31.0,37.0,377.0,1541.91,232.19,300.44,2074.54
1697.0,2271.0,2016-06-27 06:56:38,293.0,20.0,40.0,353.0,1462.07,149.8,324.8,1936.67
1698.0,2271.0,2016-08-25 06:15:11,324.0,16.0,0.0,340.0,1616.76,119.84,0.0,1736.6
1699.0,2271.0,2016-09-24 23:52:40,303.0,29.0,0.0,332.0,1511.97,217.21,0.0,1729.18
1700.0,2271.0,2016-10-23 14:38:05,297.0,18.0,15.0,330.0,1482.03,134.82,121.8,1738.65
1701.0,2271.0,2016-11-21 02:12:37,335.0,51.0,5.0,391.0,1671.65,381.99,40.6,2094.24
1702.0,2271.0,2016-12-21 22:27:28,284.0,37.0,32.0,353.0,1417.16,277.13,259.84,1954.13
1703.0,2281.0,2016-05-22 18:58:00,535.0,1.0,19.0,555.0,2669.65,7.49,154.28,2831.42
1704.0,2281.0,2016-06-21 13:15:07,522.0,5.0,15.0,542.0,2604.78,37.45,121.8,2764.03
1705.0,2281.0,2016-07-21 09:22:31,545.0,31.0,15.0,591.0,2719.55,232.19,121.8,3073.54
1706.0,2281.0,2016-09-19 18:31:46,509.0,8.0,152.0,669.0,2539.91,59.92,1234.24,3834.07
1707.0,2281.0,2016-10-18 11:37:49,553.0,4.0,0.0,557.0,2759.47,29.96,0.0,2789.43
1708.0,2281.0,2016-11-17 10:13:43,513.0,119.0,10.0,642.0,2559.87,891.31,81.2,3532.38
1709.0,2281.0,2016-12-17 13:58:52,498.0,9.0,172.0,679.0,2485.02,67.41,1396.64,3949.07
1710.0,2291.0,2016-02-02 15:42:26,96.0,0.0,52.0,148.0,479.04,0.0,422.24,901.28
1711.0,2291.0,2016-03-03 04:14:52,94.0,102.0,22.0,218.0,469.06,763.98,178.64,1411.68
1712.0,2291.0,2016-04-02 17:06:48,97.0,0.0,46.0,143.0,484.03,0.0,373.52,857.55
1713.0,2291.0,2016-05-02 20:11:40,0.0,7.0,18.0,25.0,0.0,52.43,146.16,198.59
1714.0,2291.0,2016-05-31 09:42:19,107.0,35.0,25.0,167.0,533.93,262.15,203.0,999.08
1715.0,2291.0,2016-06-30 04:29:38,94.0,19.0,82.0,195.0,469.06,142.31,665.84,1277.21
1716.0,2291.0,2016-07-29 11:01:39,44.0,19.0,0.0,63.0,219.56,142.31,0.0,361.87
1717.0,2291.0,2016-08-27 23:20:08,102.0,29.0,791.0,922.0,508.98,217.21,6422.92,7149.11
1718.0,2291.0,2016-09-26 19:21:05,80.0,21.0,24.0,125.0,399.2,157.29,194.88,751.37
1719.0,2291.0,2016-10-25 12:30:39,0.0,22.0,44.0,66.0,0.0,164.78,357.28,522.06
1720.0,2291.0,2016-11-23 23:24:58,106.0,53.0,39.0,198.0,528.94,396.97,316.68,1242.59
1721.0,2291.0,2016-12-22 09:10:26,50.0,37.0,0.0,87.0,249.5,277.13,0.0,526.63
1722.0,2301.0,2015-04-20 21:03:06,99.0,49.0,60.0,208.0,494.01,367.01,487.2,1348.22
1723.0,2301.0,2015-05-20 11:12:45,103.0,26.0,31.0,160.0,513.97,194.74,251.72,960.43
1724.0,2301.0,2015-06-19 10:32:42,112.0,197.0,28.0,337.0,558.88,1475.53,227.36,2261.77
1725.0,2301.0,2015-07-18 18:59:52,110.0,0.0,0.0,110.0,548.9,0.0,0.0,548.9
1726.0,2311.0,2016-08-10 23:32:05,417.0,0.0,0.0,417.0,2080.83,0.0,0.0,2080.83
1727.0,2311.0,2016-09-09 09:30:28,501.0,16.0,1.0,518.0,2499.99,119.84,8.12,2627.95
1728.0,2311.0,2016-10-08 05:18:52,499.0,125.0,0.0,624.0,2490.01,936.25,0.0,3426.26
1729.0,2311.0,2016-11-07 19:01:49,480.0,12.0,26.0,518.0,2395.2,89.88,211.12,2696.2
1730.0,2311.0,2016-12-07 10:51:29,502.0,21.0,0.0,523.0,2504.98,157.29,0.0,2662.27
1731.0,2321.0,2016-12-21 03:00:21,321.0,36.0,8.0,365.0,1601.79,269.64,64.96,1936.39
1732.0,2331.0,2013-12-11 07:45:07,142.0,83.0,6.0,231.0,708.58,621.67,48.72,1378.97
1733.0,2331.0,2014-01-09 03:49:54,143.0,0.0,22.0,165.0,713.57,0.0,178.64,892.21
1734.0,2331.0,2014-02-08 12:46:47,2708.0,11.0,17.0,2736.0,13512.92,82.39,138.04,13733.35
1735.0,2331.0,2014-03-10 12:57:29,151.0,0.0,18.0,169.0,753.49,0.0,146.16,899.65
1736.0,2331.0,2014-04-09 13:14:37,151.0,20.0,59.0,230.0,753.49,149.8,479.08,1382.37
1737.0,2331.0,2014-06-06 02:45:02,136.0,12.0,0.0,148.0,678.64,89.88,0.0,768.52
1738.0,2331.0,2014-07-06 09:27:25,196.0,14.0,136.0,346.0,978.04,104.86,1104.32,2187.22
1739.0,2331.0,2014-08-04 16:20:02,156.0,5.0,0.0,161.0,778.44,37.45,0.0,815.89
1740.0,2331.0,2014-09-02 04:23:22,224.0,0.0,17.0,241.0,1117.76,0.0,138.04,1255.8
1741.0,2341.0,2014-12-17 10:22:58,518.0,16.0,0.0,534.0,2584.82,119.84,0.0,2704.66
1742.0,2341.0,2015-01-16 08:39:58,566.0,4.0,0.0,570.0,2824.34,29.96,0.0,2854.3
1743.0,2341.0,2015-02-14 06:23:38,519.0,0.0,3.0,522.0,2589.81,0.0,24.36,2614.17
1744.0,2341.0,2015-03-15 19:03:21,488.0,23.0,9.0,520.0,2435.12,172.27,73.08,2680.47
1745.0,2341.0,2015-04-13 20:00:12,498.0,11.0,19.0,528.0,2485.02,82.39,154.28,2721.69
1746.0,2341.0,2015-05-12 19:09:35,594.0,6.0,17.0,617.0,2964.06,44.94,138.04,3147.04
1747.0,2341.0,2015-06-10 09:51:38,535.0,0.0,2001.0,2536.0,2669.65,0.0,16248.12,18917.77
1748.0,2341.0,2015-07-09 10:38:05,729.0,10.0,45.0,784.0,3637.71,74.9,365.4,4078.01
1749.0,2341.0,2015-08-07 16:50:33,491.0,0.0,16.0,507.0,2450.09,0.0,129.92,2580.01
1750.0,2341.0,2015-09-06 19:29:11,490.0,22.0,3.0,515.0,2445.1,164.78,24.36,2634.24
1751.0,2341.0,2015-10-06 05:50:55,499.0,17.0,17.0,533.0,2490.01,127.33,138.04,2755.38
1752.0,2341.0,2015-11-05 04:03:05,463.0,0.0,0.0,463.0,2310.37,0.0,0.0,2310.37
1753.0,2341.0,2015-12-05 05:02:42,517.0,9.0,51.0,577.0,2579.83,67.41,414.12,3061.36
1754.0,2341.0,2016-01-04 17:41:46,497.0,15.0,0.0,512.0,2480.03,112.35,0.0,2592.38
1755.0,2341.0,2016-02-02 09:39:55,490.0,0.0,0.0,490.0,2445.1,0.0,0.0,2445.1
1756.0,2341.0,2016-03-02 11:17:28,503.0,6.0,113.0,622.0,2509.97,44.94,917.56,3472.47
1757.0,2341.0,2016-04-01 04:39:00,500.0,0.0,21.0,521.0,2495.0,0.0,170.52,2665.52
1758.0,2341.0,2016-05-01 11:56:23,466.0,0.0,0.0,466.0,2325.34,0.0,0.0,2325.34
1759.0,2341.0,2016-05-31 09:06:29,496.0,0.0,1.0,497.0,2475.04,0.0,8.12,2483.16
1760.0,2341.0,2016-06-30 19:05:19,498.0,0.0,0.0,498.0,2485.02,0.0,0.0,2485.02
1761.0,2341.0,2016-07-30 16:10:12,564.0,425.0,14.0,1003.0,2814.36,3183.25,113.68,6111.29
1762.0,2341.0,2016-08-28 23:33:30,442.0,29.0,22.0,493.0,2205.58,217.21,178.64,2601.43
1763.0,2341.0,2016-09-26 08:54:26,512.0,9.0,0.0,521.0,2554.88,67.41,0.0,2622.29
